0.5,0.996094,0.960283
0.5,0.996094,0.960283
0.5,0.988281,0.87817
0.5,0.988281,0.87817
0.5,0.980469,0.796914
0.5,0.980469,0.796914
0.5,0.972656,0.719763
0.5,0.972656,0.719763
0.5,0.964844,0.648905
0.5,0.964844,0.648905
0.5,0.957031,0.585983
0.5,0.957031,0.585983
0.5,0.949219,0.531371
0.5,0.949219,0.531371
0.5,0.941406,0.485288
0.5,0.941406,0.485288
0.5,0.933594,0.44686
0.5,0.933594,0.44686
0.5,0.925781,0.415568
0.5,0.925781,0.415568
0.5,0.917969,0.39001
0.5,0.917969,0.39001
0.5,0.910156,0.369529
0.5,0.910156,0.369529
0.5,0.902344,0.352695
0.5,0.902344,0.352695
0.5,0.894531,0.339051
0.5,0.894531,0.339051
0.5,0.886719,0.327369
0.5,0.886719,0.327369
0.5,0.878906,0.317488
0.5,0.878906,0.317488
0.5,0.871094,0.308428
0.5,0.871094,0.308428
0.5,0.863281,0.300294
0.5,0.863281,0.300294
0.5,0.855469,0.292303
0.5,0.855469,0.292303
0.5,0.847656,0.284753
0.5,0.847656,0.284753
0.5,0.839844,0.276992
0.5,0.839844,0.276992
0.5,0.832031,0.269434
0.5,0.832031,0.269434
0.5,0.824219,0.261506
0.5,0.824219,0.261506
0.5,0.816406,0.253683
0.5,0.816406,0.253683
0.5,0.808594,0.245436
0.5,0.808594,0.245436
0.5,0.800781,0.237268
0.5,0.800781,0.237268
0.5,0.792969,0.228674
0.5,0.792969,0.228674
0.5,0.785156,0.220166
0.5,0.785156,0.220166
0.5,0.777344,0.211253
0.5,0.777344,0.211253
0.5,0.769531,0.202449
0.5,0.769531,0.202449
0.5,0.761719,0.193269
0.5,0.761719,0.193269
0.5,0.753906,0.184225
0.5,0.753906,0.184225
0.5,0.746094,0.174838
0.5,0.746094,0.174838
0.5,0.738281,0.165613
0.5,0.738281,0.165613
0.5,0.730469,0.156078
0.5,0.730469,0.156078
0.5,0.722656,0.146731
0.5,0.722656,0.146731
0.5,0.714844,0.137103
0.5,0.714844,0.137103
0.5,0.707031,0.127684
0.5,0.707031,0.127684
0.5,0.699219,0.118012
0.5,0.699219,0.118012
0.5,0.691406,0.108567
0.5,0.691406,0.108567
0.5,0.683594,0.0988917
0.5,0.683594,0.0988917
0.5,0.675781,0.0894589
0.5,0.675781,0.0894589
0.5,0.667969,0.0798132
0.5,0.667969,0.0798132
0.5,0.660156,0.0704211
0.5,0.660156,0.0704211
0.5,0.652344,0.06083
0.5,0.652344,0.06083
0.5,0.644531,0.0514991
0.5,0.644531,0.0514991
0.5,0.636719,0.0419785
0.5,0.636719,0.0419785
0.5,0.628906,0.0327208
0.5,0.628906,0.0327208
0.5,0.621094,0.0232782
0.5,0.621094,0.0232782
0.5,0.613281,0.014097
0.5,0.613281,0.014097
0.5,0.605469,0.00473133
0.5,0.605469,0.00473133
0.5,0.597656,-0.00437807
0.5,0.597656,-0.00437807
0.5,0.589844,-0.0136762
0.5,0.589844,-0.0136762
0.5,0.582031,-0.0227266
0.5,0.582031,-0.0227266
0.5,0.574219,-0.031974
0.5,0.574219,-0.031974
0.5,0.566406,-0.0409854
0.5,0.566406,-0.0409854
0.5,0.558594,-0.0502061
0.5,0.558594,-0.0502061
0.5,0.550781,-0.0592046
0.5,0.550781,-0.0592046
0.5,0.542969,-0.068428
0.5,0.542969,-0.068428
0.5,0.535156,-0.0774444
0.5,0.535156,-0.0774444
0.5,0.527344,-0.0867034
0.5,0.527344,-0.0867034
0.5,0.519531,-0.0957703
0.5,0.519531,-0.0957703
0.5,0.511719,-0.105098
0.5,0.511719,-0.105098
0.5,0.503906,-0.114247
0.5,0.503906,-0.114247
0.5,0.496094,-0.123673
0.5,0.496094,-0.123673
0.5,0.488281,-0.132928
0.5,0.488281,-0.132928
0.5,0.480469,-0.142473
0.5,0.480469,-0.142473
0.5,0.472656,-0.151845
0.5,0.472656,-0.151845
0.5,0.464844,-0.161513
0.5,0.464844,-0.161513
